BreedID,Type,BreedName,,,,,Breed1,Breed2,,,Breed
,,,,,,,306,266,,,
,,,,,,,20,0,,,
,,,,,,,265,299,,,
,,,,,,,247,266,,,
,,,,,,,179,0,,,
,,,,,,,265,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,213,,,
,,,,,,,202,307,,,
,,,,,,,78,307,,,
,,,,,,,265,0,,,
,,,,,,,218,307,,,
,,,,,,,199,141,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,285,265,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,249,257,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,285,263,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,218,307,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,20,,,
,,,,,,,307,0,,,
,,,,,,,103,213,,,
,,,,,,,65,65,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,205,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,266,299,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,260,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,173,307,,,
,,,,,,,128,0,,,
,,,,,,,299,266,,,
,,,,,,,289,0,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,282,283,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,147,0,,,
,,,,,,,109,237,,,
,,,,,,,254,265,,,
,,,,,,,205,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,299,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,141,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,72,,,
,,,,,,,78,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,292,252,,,
,,,,,,,299,266,,,
,,,,,,,285,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,285,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,276,303,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,213,307,,,
,,,,,,,205,0,,,
,,,,,,,128,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,239,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,306,266,,,
,,,,,,,266,0,,,
,,,,,,,243,266,,,
,,,,,,,307,0,,,
,,,,,,,307,119,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,268,0,,,
,,,,,,,265,285,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,273,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,243,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,103,307,,,
,,,,,,,307,0,,,
,,,,,,,265,266,,,
,,,,,,,299,299,,,
,,,,,,,266,0,,,
,,,,,,,292,283,,,
,,,,,,,265,285,,,
,,,,,,,141,213,,,
,,,,,,,307,141,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,254,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,218,307,,,
,,,,,,,173,307,,,
,,,,,,,306,266,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,218,,,
,,,,,,,307,0,,,
,,,,,,,207,0,,,
,,,,,,,265,0,,,
,,,,,,,307,26,,,
,,,,,,,266,254,,,
,,,,,,,296,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,218,307,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,294,0,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,243,0,,,
,,,,,,,292,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,299,0,,,
,,,,,,,203,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,128,19,,,
,,,,,,,247,266,,,
,,,,,,,307,0,,,
,,,,,,,283,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,141,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,0,307,,,
,,,,,,,307,0,,,
,,,,,,,152,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,103,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,78,307,,,
,,,,,,,307,0,,,
,,,,,,,307,213,,,
,,,,,,,307,103,,,
,,,,,,,307,307,,,
,,,,,,,190,0,,,
,,,,,,,70,5,,,
,,,,,,,266,0,,,
,,,,,,,205,0,,,
,,,,,,,266,0,,,
,,,,,,,20,0,,,
,,,,,,,299,0,,,
,,,,,,,283,0,,,
,,,,,,,265,0,,,
,,,,,,,69,0,,,
,,,,,,,249,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,285,299,,,
,,,,,,,189,307,,,
,,,,,,,266,296,,,
,,,,,,,266,0,,,
,,,,,,,266,292,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,265,292,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,78,307,,,
,,,,,,,266,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,179,169,,,
,,,,,,,265,0,,,
,,,,,,,285,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,292,0,,,
,,,,,,,266,0,,,
,,,,,,,205,0,,,
,,,,,,,266,0,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,213,307,,,
,,,,,,,247,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,119,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,299,0,,,
,,,,,,,285,292,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,253,0,,,
,,,,,,,303,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,264,285,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,109,202,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,299,266,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,213,307,,,
,,,,,,,141,187,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,179,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,207,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,285,265,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,241,0,,,
,,,,,,,283,0,,,
,,,,,,,266,266,,,
,,,,,,,292,265,,,
,,,,,,,266,0,,,
,,,,,,,307,213,,,
,,,,,,,218,213,,,
,,,,,,,178,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,303,,,
,,,,,,,266,0,,,
,,,,,,,19,0,,,
,,,,,,,173,0,,,
,,,,,,,205,0,,,
,,,,,,,299,274,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,128,0,,,
,,,,,,,70,307,,,
,,,,,,,266,266,,,
,,,,,,,243,0,,,
,,,,,,,266,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,285,254,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,285,285,,,
,,,,,,,295,295,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,189,307,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,60,179,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,243,0,,,
,,,,,,,266,265,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,299,,,
,,,,,,,109,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,218,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,141,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,292,292,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,179,0,,,
,,,,,,,292,265,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,265,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,241,241,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,49,307,,,
,,,,,,,307,0,,,
,,,,,,,189,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,292,264,,,
,,,,,,,307,0,,,
,,,,,,,20,307,,,
,,,,,,,264,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,282,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,265,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,265,0,,,
,,,,,,,266,299,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,189,0,,,
,,,,,,,265,265,,,
,,,,,,,266,299,,,
,,,,,,,141,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,250,0,,,
,,,,,,,266,299,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,213,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,26,307,,,
,,,,,,,307,228,,,
,,,,,,,266,0,,,
,,,,,,,213,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,297,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,75,0,,,
,,,,,,,307,0,,,
,,,,,,,307,189,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,254,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,266,292,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,283,0,,,
,,,,,,,264,0,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,284,283,,,
,,,,,,,218,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,218,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,307,0,,,
,,,,,,,119,119,,,
,,,,,,,265,266,,,
,,,,,,,276,285,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,169,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,299,292,,,
,,,,,,,109,141,,,
,,,,,,,307,0,,,
,,,,,,,292,265,,,
,,,,,,,78,307,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,306,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,141,0,,,
,,,,,,,141,307,,,
,,,,,,,218,179,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,292,285,,,
,,,,,,,307,0,,,
,,,,,,,241,264,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,218,307,,,
,,,,,,,60,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,303,306,,,
,,,,,,,141,307,,,
,,,,,,,218,0,,,
,,,,,,,307,0,,,
,,,,,,,195,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,75,20,,,
,,,,,,,266,292,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,266,283,,,
,,,,,,,307,0,,,
,,,,,,,254,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,78,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,20,,,
,,,,,,,264,0,,,
,,,,,,,265,0,,,
,,,,,,,264,0,,,
,,,,,,,266,264,,,
,,,,,,,218,0,,,
,,,,,,,266,0,,,
,,,,,,,307,109,,,
,,,,,,,78,307,,,
,,,,,,,103,307,,,
,,,,,,,0,205,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,265,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,213,307,,,
,,,,,,,307,189,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,218,147,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,250,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,189,0,,,
,,,,,,,264,0,,,
,,,,,,,283,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,254,0,,,
,,,,,,,285,265,,,
,,,,,,,247,299,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,141,307,,,
,,,,,,,128,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,252,292,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,266,266,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,247,266,,,
,,,,,,,307,0,,,
,,,,,,,307,103,,,
,,,,,,,307,0,,,
,,,,,,,285,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,103,307,,,
,,,,,,,266,266,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,256,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,265,,,
,,,,,,,241,266,,,
,,,,,,,307,0,,,
,,,,,,,266,265,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,103,,,
,,,,,,,307,0,,,
,,,,,,,272,0,,,
,,,,,,,251,264,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,295,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,264,285,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,285,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,69,307,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,247,254,,,
,,,,,,,307,0,,,
,,,,,,,100,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,264,265,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,218,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,247,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,152,0,,,
,,,,,,,283,0,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,169,60,,,
,,,,,,,299,292,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,103,307,,,
,,,,,,,307,109,,,
,,,,,,,307,307,,,
,,,,,,,265,264,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,103,0,,,
,,,,,,,307,0,,,
,,,,,,,128,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,299,266,,,
,,,,,,,266,0,,,
,,,,,,,5,307,,,
,,,,,,,266,0,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,205,0,,,
,,,,,,,266,0,,,
,,,,,,,265,292,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,292,292,,,
,,,,,,,307,0,,,
,,,,,,,285,266,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,264,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,251,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,285,264,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,243,0,,,
,,,,,,,207,307,,,
,,,,,,,254,0,,,
,,,,,,,266,0,,,
,,,,,,,20,307,,,
,,,,,,,292,265,,,
,,,,,,,103,307,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,60,179,,,
,,,,,,,266,292,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,299,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,250,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,178,0,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,241,241,,,
,,,,,,,76,307,,,
,,,,,,,109,0,,,
,,,,,,,250,270,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,292,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,265,264,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,251,292,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,264,266,,,
,,,,,,,265,0,,,
,,,,,,,76,307,,,
,,,,,,,307,173,,,
,,,,,,,307,0,,,
,,,,,,,292,285,,,
,,,,,,,307,218,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,266,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,303,0,,,
,,,,,,,307,0,,,
,,,,,,,266,292,,,
,,,,,,,179,218,,,
,,,,,,,285,291,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,306,266,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,218,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,303,266,,,
,,,,,,,307,0,,,
,,,,,,,285,265,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,26,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,213,307,,,
,,,,,,,266,0,,,
,,,,,,,254,254,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,264,0,,,
,,,,,,,307,189,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
